Star,Review,Processed_Review
5.0,딱 지금 시기에 입기 좋은 두께에요. 사이즈는 엄청 크다는 후기 보고 s구매했는데두 약간 긴편이네요. 소매는 한번 접어서 입으니 딱입니다. 원하는 핏입니다 굿굿,딱 지금 시기에 입기 좋은 두께에요 사이즈는 엄청 크다는 후기 보고 s 구매했는데도 약간 긴 편이네요 소매는 한번 접어서 입으니 딱입니다 원하는 핏입니다 굿굿
5.0,이쁩니다 주머니도 많아서 용이하고 목부분 손목부분 골지패턴도 접었을때 유니크해요!,이쁩니다 주머니도 많아서 용이하고 목부분 손목 부분 골지 패턴도 접었을 때 유니크해요
5.0,에스입으세영 여자분들 ㅋㅋ 너무이뻐용 박시핏에 기여워 재질도진짜너무좋궁 여기옷마니잇는데 살때마다 품질이 죠아,에스 입으세요 여자분들 너무 이뻐요 박시핏에 귀여워 재질도 진짜 너무 좋고 여기 옷 많이 잇는데 살 때마다 품질이 좋아
5.0,너무예뻐용 여자박시핏으로 에스가능~ 반바지에반팔에입으면 너무날씬해보이고조아용 ㅎㅎ 이거사진은 안에 기모맨투맨을입아서 ㅋㅋ 그런거구용 강츄츄,너무 예뻐요 여자 박 씨 핏으로 에스 가능 반바지에 반팔에 입으면 너무 날씬해 보이고 좋아요 이거 사진은 안에 기모 맨투맨을 입에서 그런 거고요 강츄츄
5.0,배송빨리오고 만족합니다 사진과동일한 제품이네요,배송 빨리 오고 만족합니다 사진과 동일한 제품이네요
5.0,데일리룩으로 입기 좋아요 착용감도 편하고 핏도 예쁩니다 어느 옷에든 다 잘어울려서 마음에듭니다,데일리룩으로 입기 좋아요 착용감도 편하고 핏도 예쁩니다 어느 옷에든 다 잘 어울려서 마음에 듭니다
4.0,"남편이 평소 105사이즈입고 가슴이 발달된 체형인데 핏 여유롭게 맞네요. 인터넷쇼핑으로 성공확률 50프로 될까말까 인데 이번엔 성공이에요!! 아우터 너무 무거우면 안입게 되고, 너무 가벼워도 없어보이는데 무게감 딱 적당해서 봄 가을 아우터로 아주 만족입니다. 여행가서 저도 한번씩 뺏어 입었는데 물론 크지만 보기 싫을 정도는 아니였네요. 라퍼지스토어 아우터 두번째 구매인데 이제 믿음이 가네요. 가성비 좋은 브랜드인 것 같아요~",남편이 평소 사이즈 입고 가슴이 발달된 체형인데 핏 여유롭게 맞네요 인터넷쇼핑으로 성공 확률 프로 될까 말까인데 이번엔 성공이에요 아우터 너무 무거우면 안 입게 되고 너무 가벼워도 없어 보이는데 무게감 딱 적당해서 봄 가을 아우터로 아주 만족입니다 여행 가서 저도 한 번씩 뺏어 입었는데 물론 크지만 보기 싫을 정도는 아니었네요 라 퍼지 스토어 아우터 두 번째 구매인데 이제 믿음이 가네요 가성비 좋은 브랜드인 것 같아요
5.0,생각보다 두께감이 앏고 사이즈가 컸지만 디자인 디테일 전부 만족합니다,생각보다 두께감이 알고 사이즈가 컸지만 디자인 디테일 전부 만족합니다
4.0,"정말 예쁜 자켓입니다. 원단도 탄탄하고 아주 좋아요. 어디에나 다 어울려요 넉넉한 105 느낌입니다. 치노, 청바지에 다 굿이요",정말 예쁜 재킷입니다 원단도 탄탄하고 아주 좋아요 어디에나 다 어울려요 넉넉한 느낌입니다 치노 청바지에 다 굿이요
4.0,"바늘질 마감이 너무 안좋아서 한번 교환했지만, 이것도 그다지 마음엔 들진 않네요^^;;  다른 라퍼지 옷들에 비해서  바늘질 마감 상당히 안좋습니다... 보세옷 퀄리티보다 아주 살짝 좋은정도네요.   디자인 디테일 핏감 모두 마음에 들지만.. 마감이 다 말아먹는 느낌의 옷입니다^^;;",바느질 마감이 너무 안 좋아서 한번 교환했지만 이것도 그다지 마음엔 들진 않네요 다른 라지 옷들에 비해서 바느질 마감 상당히 안 좋습니다 보세옷 퀄리티보다 아주 살짝 좋은 정도네요 디자인 디테일 핏 감 모두 마음에 들지만 마감이 다 말아먹는 느낌의 옷입니다
4.0,"사진으로 볼 땐 이뻤는데 직접 받아보니 이게 무슨 옷인지 사실 좀 갸우뚱하게 됩니다. 디자인도 그렇지만 핏 때문에 더 그런 것 같아요. 많이 커서 바로 세탁, 건조기 코스로 좀 줄였는데 여전히 좀 부한 감이 있습니다. 구매한 가격대비 퀄리티는 괜찮아서 그 점은 만족합니다. 더위가 일찍 찾아와서 요즘 입기는 힘들겠네요.",사진으로 볼 땐 이뻤는데 직접 받아보니 이게 무슨 옷인지 사실 좀 갸우뚱하게 됩니다 디자인도 그렇지만 핏 때문에 더 그런 것 같아요 많이 커서 바로 세탁 건조기 코스로 좀 줄였는데 여전히 좀 부한 감이 있습니다 구매한 가격 대비 퀄리티는 괜찮아서 그 점은 만족합니다 더위가 일찍 찾아와서 요즘 입기는 힘들겠네요
5.0,남친 선물로 구매했어요 옷 너무 예뻐요:) 잘 구매한거 같아요💗,남자친구 선물로 구매했어요 옷 너무 예뻐요 잘 구매한 거 같아요
5.0,딱 요즘 걸치기 좋네요 길이감이 좀 있구요 주머니 다섯개 귀여워요 청바지랑 입어도 잘 어울리네요,딱 요즘 걸치기 좋네요 길이감이 좀 있고요 주머니 다섯 개 귀여워요 청바지랑 입어도 잘 어울리네요
5.0,제품 무난해서 여러스타일의 코디에도 잘 매치될거 같아서 좋아요,제품 무난해서 여러 스타일의 코디에도 잘 매치될 거 같아서 좋아요
4.0,사이즈가 꽤 크게 나왔네요. 소매가 조금 길고 기장은 많이 깁니다.,사이즈가 꽤 크게 나왔네요 소매가 조금 길고 기장은 많이 깁니다
5.0,합리적인 가격에 디자인 좋은 옷을 구매해서 좋아요,합리적인 가격에 디자인 좋은 옷을 구매해서 좋아요
5.0,사이즈 상당히 넉넉해요. 사이즈 하나 내려서 구매하시는 걸 추천드려요,사이즈 상당히 넉넉해요 사이즈 하나 내려서 구매하시는 걸 추천드려요
5.0,너무 좋아요~! 여자가 입어도 잘 어울리는 옷이예요. 가을 준비해놓으려구요. 그런데 왜 한쪽 주머이는 밑에 튿어져있죠?,너무 좋아요 여자가 입어도 잘 어울리는 옷이에요 가을 준비해 놓으려고요 그런데 왜 한쪽 주머니는 밑에 뜯어져 있죠
5.0,가볍게 입기 좋은 아우터입니다 사이즈는 크게 나왔어요,가볍게 입기 좋은 아우터입니다 사이즈는 크게 나왔어요
5.0,185 95 인데도 불구하고 오버하게 잘맞습니다 참고하ㅛㅣ면 좋을듯.함니다,인데도 불구하고 오버하게 잘 맞습니다 참고하면 좋을듯합니다
4.0,제품 자체는 마음에 듭니다. 다만 비닐 포장에 떼다 남은 스티커 자국과 라벨은 옷과 분리된 상태로 들어 있어 새 상품이 아닌 것 같은 느낌이 들더군요. 이런 부분 신경 써 주셨으면 합니다.,제품 자체는 마음에 듭니다 다만 비닐 포장에 떼다 남은 스티커 자국과 라벨은 옷과 분리된 상태로 들어 있어 새 상품이 아닌 것 같은 느낌이 들더군요 이런 부분 신경 써 주셨으면 합니다
5.0,173에 72키로 S사이즈가 정말딱입니다. M부터는 너무큽니다. 강력추천합니다.,에 키로 S사이즈가 정말 딱입니다 M부터는 너무 큽니다 강력 추천합니다
5.0,사길 잘한 것 같아요 디자인이 예쁘고  핏도 예쁘네요,사길 잘한 것 같아요 디자인이 예쁘고 핏도 예쁘네요
5.0,빠른 배송 너무 좋았습니다 옷은 사이즈 넉넉해서 루즈하게 입기 좋네요,빠른 배송 너무 좋았습니다 옷은 사이즈 넉넉해서 루스하게 입기 좋네요
5.0,원하던 핏과 기장감입니다. 간절기에 입으면 딱일것같고 멋스러운 워크자켓이네요,원하던 핏과 기장감입니다 간절기에 입으면 딱일 것 같고 멋스러운 워크 재킷이네요
5.0,다른 제품들은 세탁하고 나면 색상이 쉽게 빠지는 단점이 있던 반면에 여기 제품은 색상이 세탁하고 나서 빠지지 않아서 정말 좋네요. 주변 지인들에게도 추천 많이 했는데 다들 좋아하네요.,다른 제품들은 세탁하고 나면 색상이 쉽게 빠지는 단점이 있던 반면에 여기 제품은 색상이 세탁하고 나서 빠지지 않아서 정말 좋네요 주변 지인들에게도 추천 많이 했는데 다들 좋아하네요
4.0,편한거같아서 일단좋아요 편하게입고 다닐게요,편한 거 같아서 일단 좋아요 편하게 입고 다닐게요
5.0,한 사이즈다운 추천합니다 많이 크지 않아서 좋아요,한 사이즈 다운 추천합니다 많이 크지 않아서 좋아요
5.0,스타일링 하기 너무 좋고 툭 걸치기만 해도 멋 납니다,스타일링 하기 너무 좋고 툭 걸치기만 해도 멋 납니다
5.0,오버핏이라 크게 나오네요 평소 110사이즈인데도 크네요,온 버핏이라 크게 나오네요 평소 사이즈인데도 크네요
5.0,이뿝니다 이뿌구여 이뻐요! 배송도 빠르고 실뭉이 더 이부네요,이뿝니다 이쁘고요 이뻐요 배송도 빠르고 실물이 더 이부네요
5.0,디자인이 단조롭지 않으면서 너무 튀지도 않는 것이 정말 좋습니다. 제 신체 사이즈에도 잘 맞구요. 좋은 옷 감사합니다.,디자인이 단조롭지 않으면서 너무 튀지도 않는 것이 정말 좋습니다 제 신체 사이즈에도 잘 맞고요 좋은 옷 감사합니다
5.0,생각보다 크긴 큽니다. 작은 체격은 아닌데 M사이즈도 살짝 오버핏이네요.  소매는 접으면 딱 맞네요~ 가볍게 입기 좋을 것 같습니다. 이쁘네요~ 근데 군대군대 마감이 살짝 아쉽습니다.,생각보다 크긴 큽니다 작은 체격은 아닌데 M사이즈도 살짝 온 버핏이네요 소매는 접으면 딱 맞네요 가볍게 입기 좋을 것 같습니다 이쁘네요 근데 군데군데 마감이 살짝 아쉽습니다
5.0,간편하게 걸쳐입기 좋을거같아요 아직 입을시기가 아니지만 미리 구매했어요  좋으면 나중에 린넨 버전도 구입예정 입니다,간편하게 걸쳐 입기 좋을 거 같아요 아직 입을 시기가 아니지만 미리 구매했어요 좋으면 나중에 리넨 버전도 구입 예정입니다
5.0,많이 커서 스몰로 주문했고 잘 맞습니다. 민족합니다,많이 커서 스몰로 주문했고 잘 맞습니다 민족 합니다
4.0,160cm 키에 전체 기장이 기나 폭 싸이는 편안한 느낌을 원해서 전 만족합니다. ,cm 키에 전체 기장이 기나 폭 싸이는 편안한 느낌을 원해서 전 만족합니다
5.0,너무 마음에 들어요 편해요 잘 구매 한 것 같아요 또 구매의사 있어요,너무 마음에 들어요 편해요 잘 구매한 것 같아요 또 구매의사 있어요
5.0,배송이 빠르고 너무 좋아요 품은 좀 큰편이에요 !!ㅇ99,배송이 빠르고 너무 좋아요 품은 좀 큰 편이에요
5.0,"워크 자켓답게 살짝 원단에 힘이 있으며, 활동하기에도 편하게 부드러움이 갖춰져 있습니다. 감사합니다",워크 재킷답게 살짝 원단에 힘이 있으며 활동하기에도 편하게 부드러움이 갖춰져 있습니다 감사합니다
5.0,"첨부된 사진의 색감보다 더 진한 남색입니다. 워크 자켓답게 살짝 원단에 힘이 있으며, 활동하기에도 편하게 부드러움이 갖춰져 있습니다. 감사합니다",첨부된 사진의 색감보다 더 진한 남색입니다 워크 재킷답게 살짝 원단에 힘이 있으며 활동하기에도 편하게 부드러움이 갖춰져 있습니다 감사합니다
5.0,색상도 이쁘고 사이즈도 좋고 포장도 꼼꼼하고 만족합니다,색상도 이쁘고 사이즈도 좋고 포장도 꼼꼼하고 만족합니다
5.0,봄 가을에 입기 좋아요 좀 크긴 큰데 오버핏으로 딱입니다,봄 가을에 입기 좋아요 좀 크긴 큰데 온 버핏으로 딱입니다
4.0,할인해서 가을에 입을거 미리 샀어요 생각보다 길이가 긴데 뭐..  사진과 동일해요,할인해서 가을에 입을 거 미리 샀어요 생각보다 길이가 긴데 뭐 사진과 동일해요
5.0,배송 너무 빠르고요 오버핏으로 편하게 입기 좋을거같아요,배송 너무 빠르고요 온 버핏으로 편하게 입기 좋을 거 같아요
5.0,아직 입어 보진않았지만 라퍼지스토오 옷은 뭐 이쁘죠,아직 입어 보진 않았지만 라퍼지스토오 옷은 뭐 이쁘죠
5.0,워크자켓 사고싶었는데 세일하면서 득템했습니다. 착용감 좋고 가을에 걸쳐서 입기 딱 좋은 것 같아요 프렌치한 느낌의 워크자켓 찾으신다면 강추드립니다! 사이즈 오버한 느낌이라 안에 어느정도 두께감 있는 옷을 입으면 딱 좋을 것 같아요,워크 재킷 사고 싶었는데 세일하면서 득템했습니다 착용감 좋고 가을에 걸쳐서 입기 딱 좋은 것 같아요 프렌치한 느낌의 워크 재킷 찾으신다면 강추 드립니다 사이즈 오버한 느낌이라 안에 어느 정도 두께감 있는 옷을 입으면 딱 좋을 것 같아요
5.0,봄가을초겨울 입기좋은 워크자켓 가성비좋고 오버핏이라 M사이즈가 잘맞네요,봄가을 초겨울 입기 좋은 워크 재킷 가성비 좋고 온 버핏이라 M사이즈가 잘 맞네요
5.0,생각했던 무드로 클래식 하게 입기 좋아요 합리적 가격에 좋은품질 이네요~^^ ,생각했던 무드로 클래식 하게 입기 좋아요 합리적 가격에 좋은 품질이네요
5.0,생각했던 무드로 클래식 하게 입기 좋아요 합리적 가격에 좋은품질 이네요~^^,생각했던 무드로 클래식 하게 입기 좋아요 합리적 가격에 좋은 품질이네요
5.0,착용감도 좋고 핏 색감 다 만족입니다 최고입니다,착용감도 좋고 핏 색감 다 만족입니다 최고입니다
5.0,빠른 배송 너무 만족해요 실물도 만족하구 재구매예정입니다 ,빠른 배송 너무 만족해요 실물도 만족하고 재구매 예정입니다
5.0,2사이즈 낮춰서 큼 두껍진않음 세일해서 4.8 좋음,사이즈 낮춰서 큼 두껍진 않음 세일해서 좋음
5.0,적당하게 큰데 일단 사이즈는 2다운 하시는걸 추천합니다.,적당하게 큰데 일단 사이즈는 다 원하시는 걸 추천합니다
5.0,워크자켓 하나쯤은 가지고 가야되지 않겠습니까,워크 재킷 하나쯤은 가지고 가야 되지 않겠습니까
5.0,배송 빠르게 받았어요! 재질 부드럽고 무난하고 질 좋아서 만족해요,배송 빠르게 받았어요 재질 부드럽고 무난하고 질 좋아서 만족해요
4.0,오배송으로 문제도있었지만. 결국 잘 받아서 한동안 잘입고다녔습니다. 그런데 끝단쪽에 실밥이 너무 많이 풀려있어서 하나하나 잘라주고 손대줘야했어요.  사이즈는 예상했던것보다도 더 큰 것 같습니다. ,오배송으로 문제도 있었지만 결국 잘 받아서 한동안 잘 입고 다녔습니다 그런데 끝단 쪽에 실밥이 너무 많이 풀려있어서 하나하나 잘라주고 손대줘야 했어요 사이즈는 예상했던 것보다도 더 큰 것 같습니다
5.0,여기저기 실밥이 보이는 것 빼고는 모두 만족합니다. 사이즈는 생각한것보다도 크고. 양쪽 주머니 하단에 숨겨진 주머니까지해서 5p 이네요. 간절기 입기 좋을것 같아요. ,여기저기 실밥이 보이는 것 빼고는 모두 만족합니다 사이즈는 생각한 것보다도 크고 양쪽 주머니 하단에 숨겨진 주머니까지 해서 p이네요 간절기 입기 좋을 것 같아요
5.0,너무 포멀하지 않게 편하게 걸치기 좋은 조금 두꺼운 셔켓같은 느낌입니다,너무 포멀하지 않게 편하게 걸치기 좋은 조금 두꺼운 셔켓같은 느낌입니다
5.0,편하게 걸치기 좋은 조금 두꺼운 셔켓 같은 느낌입니다,편하게 걸치기 좋은 조금 두꺼운 셔켓 같은 느낌입니다
5.0,전 광택없이 이렇게 생긴게 좋더라구요 만족합니다,전 광택 없이 이렇게 생긴 게 좋더라고요 만족합니다
5.0,생각보다 두꺼워요. 가볍게 입을 아우터로 괜찮아요,생각보다 두꺼워요 가볍게 입을 아우터로 괜찮아요
5.0,옷 핏도 깔끔하거 좋습니다. 좋은가격에 사서 득해서 좋습니다,옷 핏도 깔끔하고 좋습니다 좋은 가격에 사서 득해서 좋습니다
5.0,커플로 입으려고 하나 더 샀어요 커플로 입으니 더 이쁨,커플로 입으려고 하나 더 샀어요 커플로 입으니 더 이쁨
5.0,여름 빼고는 잘 입을수잇을듯 옷 이쁘고 핏도 이뻐요,여름 빼고는 잘 입을 수 있을 듯 옷 이쁘고 핏도 이뻐요
5.0,키 162 여자에게 이정도 기장으로 떨어지구요 초가을에 반바지랑 코디하면 너무 이쁠거같아요 추천합니다,키 여자에게 이 정도 기장으로 떨어지고요 초가을에 반바지랑 코디하면 너무 이쁠 거 같아요 추천합니다
5.0,네이비색 구매후 스타일이 좋아서 베이지색 추가구입합니다,네이비색 구매 후 스타일이 좋아서 베이지색 추가 구입합니다
5.0,세일 기간에 구매해서 저렴하게 잘 구입했습니다. 색감은 화면으로 본 거랑 같습니다.,세일 기간에 구매해서 저렴하게 잘 구입했습니다 색감은 화면으로 본 거랑 같습니다
4.0,가격대비 실물이 좋은 옷👍 다른 색상도 구매 의사 있음.,가격 대비 실물이 좋은 옷 다른 색상도 구매 의사 있음
4.0,잘받았습니다 감사합니다 잘받았습니다 감사합니다  잘받았습니다 감사합니다 잘받았습니다 감사합니다 ,잘 받았습니다 감사합니다 잘 받았습니다 감사합니다 잘 받았습니다 감사합니다 잘 받았습니다 감사합니다
5.0,배송도 정말 빠르구요 옷도 정말 이쁩니다 추천이여,배송도 정말 빠르고요 옷도 정말 이쁩니다 추천이여
5.0,기장이 길어서 더 스타일 있어보입니다 ㅎㅎ 카라 밑이랑 소매 부분에 코듀로이 재질이어서 더 개성있네여 사이즈는 한치수 다운하시면 될듯여 저는 179에 75 입니다,기장이 길어서 더 스타일 있어 보입니다 카라 밑이랑 소매 부분에 코듀로이 재질이어서 더 개성 있네요 사이즈는 한 치수 다운로드하시면 될 듯 여자 저는 에입니다
5.0,사이즈 한치수에서 두치수는 크게 사야합니당 이쁘니다 배송도빨라요오 잘입을께요오,사이즈 한 치수에서 후 치수는 크게 사야 합니다 이쁘니다 배송도 빨라요 오 잘 입을게요 오
5.0,이건 보자마자 사야된다며 네이비 카키 동시 구매한 제품. 생각대로 스타일 좋음! 추천!!,이건 보자마자 사야 된다며 네이비 카키 동시 구매한 제품 생각대로 스타일 좋음 추천
5.0,기장감이 일단 마음에 들고요 마감부분도 만족해요 봄가을에 가볍게 걸치기 좋을거같아요 만족스러워요,기장감이 일단 마음에 들고요 마감 부분도 만족해요 봄가을에 가볍게 걸치기 좋을 거 같아요 만족스러워요
5.0,간절기에 편하게 입으려고 샀는데 너무 마음에 들어요 다른색상도 구매하려고요,간절기에 편하게 입으려고 샀는데 너무 마음에 들어요 다른 색상도 구매하려고요
5.0,색상도 재질도 마음에들어요 그렇게 무겁지도않아서 자주 손이가네요,색상도 재질도 마음에 들어요 그렇게 무겁지도 않아서 자주 손이 가네요
5.0,사이즈가 넉넉해서 너무 편해요! 간절기에 주구장창 입었습니다,사이즈가 넉넉해서 너무 편해요 간절기에 주야장천 입었습니다
5.0,한치수 작게 시켜도 저한테는 오버핏이네요 소매부분 걷어서 입으면 이쁠것같아요,한 치수 작게 시켜도 저한테는 온 버핏이네요 소매 부분 걷어서 입으면 이쁠 것 같아요
3.0,반팔티에 툭 걸치기 좋아요 생각보다 원단에 힘은 없습니다,반팔 티에 툭 걸치기 좋아요 생각보다 원단에 힘은 없습니다
4.0,생각했던 그대로의 색감이어서 만족합니다 편하게 입을수 있네요,생각했던 그대로의 색감이어서 만족합니다 편하게 입을 수 있네요
5.0,라퍼지스토어 옷은 다 밋밋하지 않고 개성있으면서 핏도 예뻐서 자꾸 구매하게 됩니다.,라 퍼지 스토어 옷은 다 밋밋하지 않고 개성 있으면서 핏도 예뻐서 자꾸 구매하게 됩니다
5.0,사이즈가 더 컷으면 그런데 s사이즈가 딱 맞네요 이쁩니다 !!,사이즈가 더 컸으면 그런데 s사이즈가 딱 맞네요 이쁩니다
5.0,질감도너무좋구 하나더구입해야겠어요^^ 입어보니핏도너무이쁘네요~ 잘입을게요~ㅎ,질감도 너무 좋고 하나 더 구입해야겠어요 입어보니 핏도 너무 이쁘네요 잘 입을게요
4.0,색상이랑 소재는 좋은데 약간 주머니는 약한것같아요,색상이랑 소재는 좋은데 약간 주머니는 약한 것 같아요
5.0,실제보다 사진이 밝게 나왔는데  디자인이며 핏이 좋아요  마감이 살짝 아쉽긴 해요 ,실제보다 사진이 밝게 나왔는데 디자인이며 핏이 좋아요 마감이 살짝 아쉽긴 해요
5.0,제품질이 기대했던것보다 훨씬 뛰어나고 만족스러워요~~!,지에 품질이 기대했던 것보다 훨씬 뛰어나고 만족스러워요
5.0,"초봄, 초가을에 입기 좋아요 최근에 날씨가 일교차 컸는데 잘 입었어요",초봄 초가을에 입기 좋아요 최근에 날씨가 일교차 컸는데 잘 입었어요
5.0,일단 디자인은 너무 마음에 듭니다 어디든 소화가잘될꺼같은 느낌이랄까요  무튼 너무 마음에드는 아이템입니다 추천합니다 ㅎㅎ,일단 디자인은 너무 마음에 듭니다 어디든 소화가 잘 될 거 같은 느낌이랄까요 아무튼 너무 마음에 드는 아이템입니다 추천합니다
5.0,옷도착후 입어보고 완전만족 쥬말에입고나가야지했는데 사고로 입원중 ㅠ,옷 도착 후 입어보고 완전 만족 주말에 입고 나가야지 했는데 사고로 입원 중
4.0,정말 예쁜 자켓입니다. 원단도 탄탄하고 아주 좋아요. 어디에나 다 어울려요 넉넉한 105 느낌입니다.,정말 예쁜 재킷입니다 원단도 탄탄하고 아주 좋아요 어디에나 다 어울려요 넉넉한 느낌입니다
4.0,정말 예쁜 자켓입니다. 원단도 탄탄하고 아주 좋아요. 어디에나 다 어울려요,정말 예쁜 재킷입니다 원단도 탄탄하고 아주 좋아요 어디에나 다 어울려요
5.0,박음질이 탄탄하고 옷 재질이 좋아요 간절기에 입기도 좋고 스 펙 확인하여 구매해주세요! 만족합니다. 가성비가 좋은것 같아요 ,박음질이 탄탄하고 옷 재질이 좋아요 간절기에 입기도 좋고 스 펙 확인하여 구매해 주세요 만족합니다 가성비가 좋은 것 같아요
5.0,"보통 100, L 사이즈 즐겨 입습니다. 옷이 많이 크게 나와서 S 사이즈 입어도 이쁘게 잘 맞네요. 너무 오버한거 싫어 하시는분은 사이즈 다운 하시면 어떤 핏의 바지와 입어도 이쁘게 맞을 듯 해요 ㅎ",보통 L 사이즈 즐겨 입습니다 옷이 많이 크게 나와서 S 사이즈 입어도 이쁘게 잘 맞네요 너무 오버한 거 싫어하시는 분은 사이즈 다 원하시면 어떤 핏의 바지와 입어도 이쁘게 맞을 듯해요
5.0,와이드보다는 반바지나 슬림핏이랑 입어야 예쁠듯합니다 ㄱㅇ래도 좋마하는 스타일이가 아주 만에 들어용,와이드보다는 반바지나 슬림핏이랑 입어야 예쁠듯합니다 래도 좋아하는 스타일이가 아주 만에 들어요
5.0,소재가 탄탄하고 좋아요 ⠀  사계절 내내 어떻게 레이어드하냐따라 잘 입을 듯,소재가 탄탄하고 좋아요 사계절 내내 어떻게 레이어드하냐 따라 잘 입을 듯
4.0,사이즈 배송 디자인 모두 마음에 들어요 번성하세요,사이즈 배송 디자인 모두 마음에 들어요 번성하세요
