Review
같이 산 시눈 블라우스랑 입었는데 찰떡이네요 추천
"글로니 말모말모🖤 글로니 핏 이쁜거 두말하면 입아파요

168/51
허리 얇고 긴 체형
어깨 넓고 듬직한편 (아마도?)

개이뻐요 근데 똥꼬치마 되는건 알고 사셔야합니당
s샀다가 저의 태평양과 같은 어깨와 마치 4개의 가슴같은
부유방을 숨겨주지 못하길래 m으로 바꿨더니
똔꼬 치마도 덜하고 (덜!! 여전히 똔꼬치마는 맞음)
찌찌4개랑 태평양어깨도 잘 가려 줍니다요
아주 맘에듦 ㅎ 검정색도 사고파뇸!"
"예약배송이라 쇼룸에서 사이즈 입어보고 샀는데 좀.. 다른 거 같아요 배송된게 좀 더 타이트 한 느낌? 
바스트 있으면 좀 불편하실 거 같아요 M사세요 전 S샀는데.. 좀 불편해요 ㅠㅠ
그리고 너무 짧아서 단독으로 입기엔 조금 부담스러워용
대신 소재는 수영복 소재? 같아서 스판도 좋고 주름도 잘안가고 민소매가 부담스러운 분들에게도 괜찮을 거 같아용"
"화사해보이고 예쁘지만 기장이 조금만 더 길었느면 좋겠음
많이 짧아서 좀 부담스러울수도"
"두겹이라 비치지도 않고 
완전 탄탄합니다
올해 원피스중 제일 이쁜듯요
너무 맘에 들어서 세칼라 구매했습니다🥰"
"재질이 탄탄해서 흰색임에도 비침이 거의 없어서 좋았어요. 노란기나 푸른기 없이 깨끗한 화이트 컬러라 색깔도 맘에 들었습니닷
 제가 흉통이랑 체구가 너무 작아서 딱 맞는 사이즈의 원피스가 잘 없는데 이건 제 몸에 딱 맞는 핏으로 예쁘게 떨어져서 만족해요! 민소매 디자인이 부유방쪽을 잘 커버해줘서 아우터없이 입어도 핏이 예쁜 거 같아요. 다만 입었을 때는 기장이 딱 괜찮은데 계단 올라갈 때나 허리 숙일 때는 좀 신경이 쓰이긴 합니다 ㅜㅜ
 딱 정석 기본템 느낌이라 하나쯤 가지고 있으면 여기저기 활용해서 입기 좋을 것 같아요😍"
바스트는 좀 타이트하지만 여성스럽고 예쁩니다. 잘 산 거 같아요!
168 기준 살짝 짧은 기장이기는 하지만 속바지가 있어서 편하게 입기 좋아요! 옆쪽 슬릿 포인트가 심심하지 않고 아무데나 휘뚜루마뚜루 입기 좋습니당
"디자인은 정말 예쁜데 
안에 박음질은 엉망이에요
단 기장이 아예 다르게 어긋나있는데도 
그냥 박아놨네요
너무 아쉬워요
교환해봤자 허접할거 뻔해서 그냥 입습니다"
교복 치마 대신 입으려고 샀는데 편하고 핏도 예쁘고 너무 만족합니다
"저렴한 가격인데 품질 좋네요~
안에 속바지가 있어서 좀 짧긴해도 부담없어요
저한테는 허리가 크고 엉덩이가 조여서 계속 올라가 더 짧아지긴 하는데, 음 괜찮아요 계속 내리면 되니까요 ㅋ
노멀하게 스타일있게 잘 입을 수 있을 것 같아요
굿굿"
사이즈랑 길이가 완전 딱입니다! 160대초반 44사이즈 입으시면 xs사이즈 예쁘게 잘 맞을 것 같아요! 속바지도 달려 있는 제품이라서 짧지만 편하게 입을 수 있어서 너무 좋습니다
"허리가 얇은편인데 뜨지않고 딱맞아서 좋아요 
슬림해보이고 어디에 코디해도 잘어울려요
디테일이 예뻐요"
"무난하지만 이쁜.. 
데일리하게 코디하기 좋아요 

재질도 시원하고 핏도 이쁘고 
허리에 단추로 조절도 할 수 있어서 좋슴니다 

오프라인에서 입어보고 s m 중 사이즈를 고민했는데 
키 160후반 몸무게 55 아래이신분은 s 추천드려요 !
핏이 슬림해보이는게 좋다! 하시면 스몰
넉넉하게 입는게 좋다! 하시면 미듐 추천이요 :)"
소재가 가을에 입기 딱 좋은 것 같아요 핏도 예뻐요 !
기본 카고치마로 체고예요 뒷밴딩 짱싫어해서 이걸로 골라봤는데 역시 무탠다드 실망시키질 않네요 박음질 퀄리티도 너무 좋고 원단이나 주머니도 깔끔하니 좋아요! 색도 어디에나 잘어울립니다! 만족만족;)
저 살 많이 쪄서 안맞으면 어쩌나 싶었는데 오히려 허리가 많이 남아요! 77분들까지 완젼 가능할것 같아요!! 질은 모 넘 좋네용! 여름에도 입을정도로 가벼운 소재에요
톤다운색 너무예쁘고 가성비 굿입니다 너뮤잘삿어요
저정말 돼지인데 커요....커서 핏이별루에여 더부해보임 근데 막 엄청별로는 아니라 걍입어여 저랑비슷하시면 꼭 s사세여
진짜 너무 예쁩니댜. ㅠㅠ 요즘 여름은 맨날 글로니만 입어요
현존하는 러플스커트 중 제일 예쁩니다. 사실 로고때문에 주문했는데 퀄리티도 마음에 들어서 잘 입을 수 있을 것 같습니다. 한여름에도 입을 수 있는 재질에 착용했을때 너무 편해서 입은 것 같지도 않아요🩵 사실 이거 사려다가 다른거 사봤는데 그건 입지도 못하고 박아뒀습니다. 핏이 안예뻐서요🥹 허리 26인데 예쁘게 로우라이즈로 떨어져서 더 마음에 듭니다. 진작 살걸..왜 지금 샀을까요? 뒷북이지만 그래도..여러분..사세요.
S사이즈 적당히 편해요 사이즈가 여유있게 나온거 같아요 밑단 마무리가 좀 아쉽긴하지만 치마는 이뻐요
s사이즈보다 m사이즈가 허리선이 더 예쁘게 떨어지는 것 같아요!
예쁘고 시원하고 편하고 완존 만족하는 소비입니다
작년부터ㅠ사고싶었는데 사게 되어서 기뻐요 기본 스타일인데 다양하게 스타일링 할수 있어서 좋아요 그리고 너무 이뻐요
이 가격에서는 보세사는 것보다 아주 훌륭하다고 생각합니다-! 아쉬운 점은 주머니 소재가 튼튼하지 않고 주름이 너무 쉽게 생기네용 ㅠㅠ
"사이즈랑 핏이랑 다 마음에 들어요!
허리가 살짝 크지만 벨트로 포인트 줄수있는 정도에요!"
딱 원하던 핏과 기장입니다! 다양한 상의와 휘뚜루마뚜루 입기 좋은 것 같아요
허리둘레 70센치 엉덩이는 보통 66사이즈 입어야 잘 맞는데 허리에 맞추면 엉덩이 작고 엉덩이 맞추면 허리가 크고 그랬는데 예쁘게 잘 맞아요
엉덩이가 큰편이라 사이즈 걱정했는데 엉덩이는 잘 맞아요. 스판도 좋아서 다리 움직이는데에 전혀 불편하지 않을거같아요
"받자마자 입었을 때는 사이즈가 좀 넉넉했는데
세탁 한번 하고 나니 핏이 약간 줄은 것 같아요
그치만 이 핏이 더 마음에 드네요
뒷트임이 있어서 답답해 보이지 않고 편해요
구김은 좀 심하고 원단이 두꺼운 편이라 더운 날에는 못 입겠지만 크림색이 시원해보이고 여러 룩에 활용하기 좋은 것 같아서 만족합니다"
